DATE_TIME,PLANT_ID,SOURCE_KEY,AC_POWER_actual_scaled,AC_POWER_predicted_scaled,residual,is_anomaly
2020-06-12 21:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.70766294,0.015159565616353121,False
2020-06-12 21:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7091631,0.013659376312001315,False
2020-06-12 22:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.71014124,0.012681264091237154,False
2020-06-12 22:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7098825,0.012940007854207125,False
2020-06-12 22:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.70895666,0.013865846801503268,False
2020-06-12 22:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7058183,0.01700421016286191,False
2020-06-12 23:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.70551556,0.01730694215367612,False
2020-06-12 23:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7104189,0.012403625655873385,False
2020-06-12 23:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7137829,0.009039599109395113,False
2020-06-12 23:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7202285,0.0025940124280291466,False
2020-06-13 00:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.72635543,0.003532927822367582,False
2020-06-13 00:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7224543,0.00036819617818173445,False
2020-06-13 00:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7127398,0.01008268039296445,False
2020-06-13 00:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7045619,0.01826061647008237,False
2020-06-13 01:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7009579,0.021864611316426363,False
2020-06-13 01:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6975189,0.025303620506032076,False
2020-06-13 01:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.69878775,0.02403475682805356,False
2020-06-13 01:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7029679,0.01985462348531064,False
2020-06-13 02:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7054521,0.01737042110036191,False
2020-06-13 02:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7004739,0.022348601032002535,False
2020-06-13 02:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7017135,0.021109003234608736,False
2020-06-13 02:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.70164603,0.02117647569249448,False
2020-06-13 03:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6996766,0.023145932365162936,False
2020-06-13 03:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6963248,0.026497680354817477,False
2020-06-13 03:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6956564,0.027166086841328707,False
2020-06-13 03:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.69581586,0.027006644416554537,False
2020-06-13 04:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.69525605,0.027566451240285006,False
2020-06-13 04:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6960873,0.02673520486424741,False
2020-06-13 04:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6970076,0.025814909148915377,False
2020-06-13 04:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6971327,0.025689798999531832,False
2020-06-13 05:00:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.6980311,0.02479137818883237,False
2020-06-13 05:15:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.69948006,0.0233424488789874,False
2020-06-13 05:30:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.7006461,0.02217640321324643,False
2020-06-13 05:45:00,4135001,1BY6WEcLGh8j5v7,-0.7228225056416827,-0.70447206,0.018350440669758883,False
2020-06-13 06:00:00,4135001,1BY6WEcLGh8j5v7,-0.6987221541043379,-0.7099654,0.011243253744020243,False
2020-06-13 06:15:00,4135001,1BY6WEcLGh8j5v7,-0.6354205681195253,-0.6896751,0.05425452457761826,False
2020-06-13 06:30:00,4135001,1BY6WEcLGh8j5v7,-0.578056001113813,-0.6260124,0.047956383777697065,False
2020-06-13 06:45:00,4135001,1BY6WEcLGh8j5v7,-0.4541536092554605,-0.5413464,0.08719276191839814,False
2020-06-13 07:00:00,4135001,1BY6WEcLGh8j5v7,-0.2731684706829849,-0.41666546,0.1434969939566788,False
2020-06-13 07:15:00,4135001,1BY6WEcLGh8j5v7,-0.0672328222275316,-0.13031283,0.06308000798220045,False
2020-06-13 07:30:00,4135001,1BY6WEcLGh8j5v7,0.1084587875625259,0.1732043,0.06474551522525486,False
2020-06-13 07:45:00,4135001,1BY6WEcLGh8j5v7,0.3317123070964814,0.4048481,0.0731357916584014,False
2020-06-13 08:00:00,4135001,1BY6WEcLGh8j5v7,0.5440546754291011,0.597389,0.05333430734372602,False
2020-06-13 08:15:00,4135001,1BY6WEcLGh8j5v7,0.7980642079503386,0.7598924,0.038171803870901355,False
2020-06-13 08:30:00,4135001,1BY6WEcLGh8j5v7,0.9626520891456022,0.9185472,0.04410487606805702,False
2020-06-13 08:45:00,4135001,1BY6WEcLGh8j5v7,1.062181703038319,1.0333128,0.028868905491932217,False
2020-06-13 09:00:00,4135001,1BY6WEcLGh8j5v7,1.4559883046784754,1.1294471,0.3265412021317835,False
2020-06-13 09:15:00,4135001,1BY6WEcLGh8j5v7,1.4070172922929858,1.3209997,0.08601755073872552,False
2020-06-13 09:30:00,4135001,1BY6WEcLGh8j5v7,1.098978069000267,1.4334937,0.33451566440579983,False
2020-06-13 09:45:00,4135001,1BY6WEcLGh8j5v7,1.5978802400068817,1.5695084,0.02837180666490169,False
2020-06-13 10:00:00,4135001,1BY6WEcLGh8j5v7,1.7118813376052615,1.7058028,0.006078539334082311,False
2020-06-13 10:15:00,4135001,1BY6WEcLGh8j5v7,1.8525614446566383,1.682335,0.170226425545005,False
2020-06-13 10:30:00,4135001,1BY6WEcLGh8j5v7,2.064607900390285,1.8795145,0.185093444594997,False
2020-06-13 10:45:00,4135001,1BY6WEcLGh8j5v7,1.552375619914542,1.9729227,0.420547062847604,False
2020-06-13 11:00:00,4135001,1BY6WEcLGh8j5v7,2.0024946594840864,1.8783996,0.12409504896467727,False
2020-06-13 11:15:00,4135001,1BY6WEcLGh8j5v7,2.362022491138433,1.9850749,0.37694761339948046,False
2020-06-13 11:30:00,4135001,1BY6WEcLGh8j5v7,2.416996280729757,2.0436323,0.37336401182411727,False
2020-06-13 11:45:00,4135001,1BY6WEcLGh8j5v7,2.3195756236968066,1.9773233,0.3422523300108935,False
2020-06-13 12:00:00,4135001,1BY6WEcLGh8j5v7,2.569104208697265,2.0826244,0.4864797732724604,False
2020-06-13 12:15:00,4135001,1BY6WEcLGh8j5v7,2.1045136872632857,2.013613,0.09090070165232378,False
2020-06-13 12:30:00,4135001,1BY6WEcLGh8j5v7,1.9833214693005947,2.0371587,0.053837258345279304,False
2020-06-13 12:45:00,4135001,1BY6WEcLGh8j5v7,2.1307793590506123,1.997645,0.13313433856568802,False
2020-06-13 13:00:00,4135001,1BY6WEcLGh8j5v7,1.7435673582360416,2.0016515,0.25808416726139494,False
